260,4,1004,106
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,106
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,106
260,4,1004,121
260,4,1004,106
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,106
260,4,1004,106
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,106
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,121
260,4,1004,121
270,4,1004,64
270,4,1004,64
270,4,1004,64
270,4,1004,64
270,4,1004,121
270,4,1004,64
270,4,1004,64
270,4,1004,64
270,4,1004,64
270,4,1004,64
270,4,1004,64
270,4,1004,64
270,4,1004,64
270,4,1004,64
270,4,1004,64
270,4,1004,64
270,4,1004,64
270,4,1004,64
270,4,1004,64
270,4,1004,64
270,4,1004,64
270,4,1004,64
270,4,1004,64
270,4,1004,64
270,4,1004,121
270,4,1004,64
270,4,1004,64
270,4,1004,64
270,4,1004,64
270,4,1004,64
270,4,1004,64
270,4,1004,64
270,4,1004,64
270,4,1004,64
270,4,1004,64
270,4,1004,64
270,4,1004,64
270,4,1004,64
270,4,1004,64
329,4,1782,106
329,4,1782,106
329,4,1782,106
329,4,1782,106
329,4,1782,106
329,4,1782,106
329,4,1782,106
329,4,1782,106
329,4,1782,106
329,4,1782,106
329,4,1782,106
329,4,1782,106
329,4,1782,106
329,4,1782,121
329,4,1782,106
329,4,1782,121
329,4,1782,121
329,4,1782,106
329,4,1782,106
329,4,1782,106
329,4,1782,106
329,4,1782,106
329,4,1782,106
329,4,1782,106
329,4,1782,106
329,4,1782,106
329,4,1782,106
329,4,1782,106
329,4,1782,106
329,4,1782,106
329,4,1782,121
329,4,1782,106
329,4,1782,106
329,4,1782,106
329,4,1782,121
329,4,1782,121
329,4,1782,121
329,4,1782,106
329,4,1782,106
329,4,1782,106
329,4,1782,121
329,4,1782,106
329,4,1782,106
329,4,1782,121
329,4,1782,106
329,4,1782,106
329,4,1782,106
329,4,1782,106
